Customer_ID,First_Name,Last_Name,Date_of_Birth,Age,Gender,Email,Phone_Number,Street_Address,Postal_Code,City,Country,Account_Number,Card_Network,Card_Number,Card_Expiry,Account_Type,Registration_Date,Marital_Status,Education_Level,Employment_Status,Job_Type,Employment_Length,Annual_Income,Monthly_Income,Residential_Status,Number_of_Dependents,Account_Age_Months,Savings_Balance,total_tx_amount,avg_tx_amount,tx_count,fraud_count,intl_count,cross_border,high_amount_count,aml_count,Risk_Score,Degree_Centrality,Closeness_Centrality,Betweenness_Centrality,PageRank
CUST_00011,Sunita,Das,1993-07-22,32,Female,sunitadas188@hotmail.com,2436218609,"00/05
Dora Marg",851861,Hyderabad,India,IN1738579372901224,Mastercard,5577********3332,03/27,Joint,2022-11-01,Single,Vocational,Employed,Finance,5,11556.55,963.05,Owner,1,32,24770.41,3233.98,461.9971428571429,7.0,1.0,0.0,4.0,0.0,0.0,29.82,0.000106,0.042998,4.1e-05,1.622e-05
CUST_00012,Sean,Ngubane,1985-02-23,41,Male,seanngubane870@gmail.com,+44115 4960435,"Studio 1
Wilson Avenue",NG4R 1ET,Johannesburg,South Africa,ZA3750934072114343,Visa,4100********0583,08/28,Personal,2024-08-30,Married,No Formal Education,Employed,Legal,0,6671.05,555.92,Owner,2,10,12324.17,7075.83,2358.61,3.0,1.0,1.0,3.0,0.0,0.0,30.17,9.3e-05,0.048812,4e-05,1.604e-05
CUST_00013,Leila,El Mansouri,1992-12-30,33,Female,leilaelmansouri712@yahoo.com,+33 3 67 98 16 68,rue Ledoux,45616,Tangier,Morocco,MA0004727998587908,Mastercard,5414********6215,04/26,Personal,2023-10-01,Married,Master,Employed,Services,3,15879.37,1323.28,Family,2,21,13259.27,5800.34,580.034,10.0,0.0,2.0,7.0,1.0,0.0,35.7,0.000226,0.052253,9.3e-05,3.296e-05
CUST_00014,Hideo,Nishimura,1969-11-13,56,Male,hideo_nishimura@hotmail.com,433-610-1445x0465,752 Bonnie Course Apt. 781,42598,Kyoto,Japan,JP0250131701610170,Mastercard,5420********6584,08/29,Joint,2020-06-02,Married,No Formal Education,Employed,Healthcare,1,17027.5,1418.96,Owner,4,61,8729.41,10018.92,417.455,24.0,1.0,3.0,11.0,1.0,0.0,65.33,0.000333,0.047267,8.1e-05,2.279e-05
CUST_00015,Harper,Johnson,1982-08-16,43,Female,harper_johnson@yahoo.com,(400) 593-1008 x354,184 Charles Place,X4B9S8,Vancouver,Canada,CA2550347037140589,Mastercard,5468********7653,07/29,Business,2020-12-01,Married,Master,Employed,IT/Tech,0,43018.97,3584.91,Family,2,55,101474.0,14140.09,942.6726666666667,15.0,1.0,4.0,7.0,0.0,0.0,45.73,0.000253,0.050488,3.5e-05,1.577e-05
CUST_00016,Amelia,Jones,1980-07-05,45,Female,amelia_jones@yahoo.com,+44131 496 0394,"Studio 31
Richardson Flats",M8G 2QZ,Birmingham,UK,GB3518048698205722,Mastercard,5347********4964,08/25,Business,2019-03-04,Widowed,No Formal Education,Self-Employed,Agriculture,12,27428.73,2285.73,Owner,0,76,38426.43,18576.27,928.8135,20.0,0.0,6.0,8.0,1.0,0.0,40.13,0.000306,0.04841,3.7e-05,4.778e-05
CUST_00017,Heitor,Vieira,1978-07-13,47,Male,heitor.vieira@hotmail.com,(041) 8675-8557,Sitio Clara Sa,69991-456,Salvador,Brazil,BR2242676695205793,Mastercard,5453********9544,06/26,Personal,2021-07-02,Married,Bachelor,Employed,Education,4,13641.53,1136.79,Family,0,48,11678.71,8982.49,641.6064285714285,14.0,1.0,1.0,7.0,1.0,0.0,44.45,0.000213,0.047211,4.5e-05,3.211e-05
CUST_00018,Youssef,Ben Salem,1990-07-28,35,Male,youssef_bensalem801@outlook.com,02 19 44 08 72,"193, boulevard de Imbert",66327,Kairouan,Tunisia,TN9483010687576979,Mastercard,5459********3730,12/28,Personal,2023-04-02,Married,Bachelor,Employed,Retail,2,22925.25,1910.44,Rent,2,27,46780.55,908.3,302.76666666666665,3.0,0.0,1.0,1.0,0.0,0.0,12.49,5.3e-05,0.047754,1.3e-05,1.611e-05
CUST_00019,Renate,Hoffmann,1984-09-22,41,Female,renate_hoffmann296@gmail.com,03622 829448,Cristina-Hamann-Weg 5/5,88523,Cologne,Germany,DE2947234094046193,Amex,3479*******6039,07/27,Personal,2018-03-04,Married,Bachelor,Self-Employed,Education,9,43833.19,3652.77,Rent,4,88,135323.25,13984.37,998.8835714285715,14.0,0.0,1.0,8.0,0.0,0.0,36.66,0.0002,0.042562,5.3e-05,1.597e-05
CUST_00020,Ana,Machado,1986-08-06,39,Female,ana_machado862@yahoo.com,0500 067 3205,"Campo Breno Andrade, 95",28312-487,Salvador,Brazil,BR7648424621749761,Visa,4124********3582,07/28,Trust,2023-03-02,Married,High School,Self-Employed,Healthcare,3,12891.38,1074.28,Family,2,28,26891.17,6321.14,790.1425,8.0,0.0,2.0,5.0,0.0,0.0,23.99,0.000146,0.049511,0.000136,2.172e-05
CUST_00021,Khalid,Naciri,1980-08-21,45,Male,khalid_naciri@yahoo.com,03 85 80 49 51,"190, chemin Breton",65841,Casablanca,Morocco,MA7764986413183732,Discover,6011********8051,10/27,Personal,2024-05-31,Divorced,PhD,Employed,Engineering,0,21963.67,1830.31,Owner,2,13,31535.69,2124.58,708.1933333333333,3.0,0.0,0.0,2.0,0.0,0.0,8.81,8e-05,0.047291,2.9e-05,1.326e-05
CUST_00022,Alvaro,Delgado,1993-11-07,32,Male,alvarodelgado549@yahoo.com,+34 825224804,Paseo Xiomara Lara 635 Apt. 84,41248,Madrid,Spain,ES3308184948619671,Visa,4777********7511,10/28,Personal,2020-09-01,Married,Master,Employed,Agriculture,8,60199.52,5016.63,Rent,2,58,150197.72,10415.71,867.9758333333333,12.0,0.0,0.0,6.0,0.0,0.0,27.11,0.000173,0.042331,1.6e-05,2.289e-05
CUST_00023,Thabo,Zwane,1996-09-12,29,Male,thabo.zwane@outlook.com,+44(0)2074960944,548 Burton Fields,E67 0NX,Cape Town,South Africa,ZA6548269702098200,Discover,6011********2774,11/25,Business,2023-12-31,Single,Vocational,Employed,Government,3,12246.5,1020.54,Family,0,18,27929.51,1276.34,212.72333333333333,6.0,1.0,0.0,2.0,0.0,0.0,24.69,0.00012,0.046797,8e-06,1.093e-05
CUST_00024,Callum,Johnson,1974-03-05,52,Male,callum.johnson746@gmail.com,31843150,448 Smith Chase,2541,Melbourne,Australia,AU2664461116238723,Visa,4415********8187,03/28,Joint,2018-08-03,Married,Bachelor,Self-Employed,IT/Tech,2,63817.17,5318.1,Owner,0,83,98675.22,40233.81,1547.4542307692307,26.0,0.0,3.0,12.0,0.0,0.0,49.95,0.000373,0.046295,0.000298,4.521e-05
CUST_00025,Sandra,Martins,1978-07-13,47,Female,sandra_martins81@protonmail.com,+55 (031) 0294-6170,"Nucleo Rafaela Vasconcelos, 84",98727-208,Rio de Janeiro,Brazil,BR1482552491181998,Mastercard,5145********0217,05/25,Personal,2020-11-01,Married,Bachelor,Employed,Agriculture,6,11975.24,997.94,Rent,3,56,33481.34,6945.610000000001,347.2805,20.0,1.0,3.0,13.0,1.0,0.0,71.22,0.000279,0.044989,5.8e-05,2.276e-05
CUST_00026,Chakir,Toumi,1998-08-25,27,Male,chakir.toumi444@gmail.com,+33 4 42 67 27 56,rue Hoarau,72110,Casablanca,Morocco,MA6874759055600945,Mastercard,5236********8161,07/25,Business,2019-11-02,Married,Vocational,Employed,Government,4,6282.72,523.56,Owner,2,68,16303.1,2258.91,118.88999999999999,19.0,0.0,4.0,9.0,0.0,0.0,39.79,0.000279,0.049669,0.000134,3.786e-05
CUST_00027,Meriem,Tlili,1966-06-01,60,Female,meriemtlili@protonmail.com,0631427702,"92, rue de Chevalier",97484,Monastir,Tunisia,TN3596462698511412,Visa,4157********9444,10/26,Personal,2005-12-08,Divorced,Master,Retired,Retired,38,21542.85,1795.24,Owner,2,235,48156.11,73005.82,829.611590909091,88.0,4.0,10.0,48.0,2.0,0.0,100.0,0.001211,0.050025,0.004141,0.00011418
CUST_00028,Elijah,Turner,1995-03-12,31,Male,elijah_turner@protonmail.com,+441632 960 787,"Studio 07h
Hill Drive",DL7 6JU,Liverpool,UK,GB3147993256670998,Visa,4123********9753,09/25,Business,2022-06-02,Single,Bachelor,Employed,Marketing,5,56179.82,4681.65,Rent,0,37,145701.86,14703.970000000001,1837.9962500000001,8.0,0.0,2.0,5.0,0.0,0.0,28.19,0.00012,0.039799,1.9e-05,1.728e-05
CUST_00029,Leon,Richter,1986-12-07,39,Male,leon_richter@outlook.com,+49(0)8156 00246,Heydrichgasse 71,43274,Stuttgart,Germany,DE6490223156797504,Amex,3764*******2813,04/29,Business,2022-03-02,Married,Vocational,Employed,Services,5,30482.17,2540.18,Owner,4,40,26465.35,4229.23,528.65375,8.0,0.0,0.0,4.0,0.0,0.0,20.42,0.000146,0.049822,4.2e-05,1.265e-05
CUST_00030,Kabir,Banerjee,1973-09-29,52,Male,kabir_banerjee588@yahoo.com,8394003214,"H.No. 107
Iyengar Chowk",625576,Delhi,India,IN0231272092823467,Visa,4873********2087,04/29,Business,2018-07-04,Divorced,Master,Employed,Retail,2,18831.93,1569.33,Rent,0,84,11039.09,24814.64,855.6772413793103,29.0,1.0,4.0,13.0,1.0,1.0,90.64,0.000452,0.061282,0.000627,7.043e-05
CUST_00031,Ghofrane,Hamrouni,1974-12-08,51,Female,ghofranehamrouni212@gmail.com,0276827197,"83, rue de Guerin",28898,Nabeul,Tunisia,TN6761422081831122,Visa,4996********8126,10/28,Trust,2012-08-05,Widowed,Bachelor,Employed,Manufacturing,20,22631.08,1885.92,Rent,2,155,2447.24,24778.64,635.3497435897435,39.0,1.0,5.0,16.0,1.0,0.0,84.88,0.000572,0.050154,0.001827,5.404e-05
CUST_00032,Steven,Rivera,1997-05-16,29,Male,steven_rivera894@gmail.com,+1-570-747-3705x44855,5456 Hansen Glen Suite 278,05725,Phoenix,USA,US8010260325473810,Amex,3461*******7533,11/29,Personal,2021-01-31,Single,Master,Employed,Finance,7,63062.22,5255.18,Family,0,53,159801.62,19480.31,1770.9372727272728,11.0,2.0,3.0,5.0,1.0,1.0,74.8,0.000186,0.050993,0.000108,1.182e-05
CUST_00033,Jade,Bernard,1981-10-12,44,Female,jade_bernard317@outlook.com,03 25 01 01 91,"69, chemin Rousset",92422,Bordeaux,France,FR3880420494467058,Discover,6011********8953,04/28,Personal,2022-12-01,Married,Master,Employed,Services,4,48797.5,4066.46,Rent,1,31,69229.38,4043.0299999999997,1347.6766666666665,3.0,0.0,1.0,0.0,0.0,0.0,9.89,0.000106,0.052065,5e-06,2.241e-05
CUST_00034,Valentino,Gonzalez,1991-09-30,34,Male,valentino.gonzalez@hotmail.com,+54 15 2657 7672,Boulevard 8 N 660,80000031,Mendoza,Argentina,AR7491164368948982,Mastercard,5143********7324,12/28,Personal,2015-01-04,Married,No Formal Education,Retired,Retired,20,2691.81,224.32,Rent,2,126,1938.11,3201.02,76.2147619047619,42.0,0.0,6.0,20.0,2.0,0.0,90.2,0.000572,0.045373,0.000225,3.696e-05
CUST_00035,Sebastien,Roussel,1983-05-12,43,Male,sebastien.roussel@protonmail.com,0176845796,"5, avenue Thierry Faure",08549,Bordeaux,France,FR0590316947765081,Mastercard,5530********4987,04/29,Personal,2025-03-31,Divorced,PhD,Employed,Other,0,42223.98,3518.67,Owner,2,3,16220.06,944.47,944.47,1.0,0.0,0.0,0.0,0.0,0.0,0.11,8e-05,0.053578,1e-06,1.575e-05
CUST_00036,Willian,Almeida,1990-04-07,36,Male,willianalmeida329@gmail.com,(081) 1822-5741,"Vale Pacheco, 64",44238181,Brasilia,Brazil,BR4924266999109097,Visa,4619********5489,08/27,Business,2024-03-01,Single,Bachelor,Employed,Engineering,1,13128.21,1094.02,Owner,0,16,27637.95,1185.6,237.11999999999998,5.0,0.0,1.0,2.0,0.0,0.0,11.27,9.3e-05,0.044509,6e-06,1.046e-05
CUST_00037,Matthew,Nguyen,1993-06-25,33,Male,matthewnguyen@gmail.com,563-659-5419,49902 Evans Light Suite 248,49665,Miami,USA,US5910987178751301,Discover,6011********2572,05/27,Personal,2021-12-01,Married,High School,Employed,Government,2,25416.69,2118.06,Rent,2,43,33498.81,14560.390000000001,1120.0300000000002,13.0,0.0,1.0,3.0,1.0,0.0,18.44,0.0002,0.044078,1.5e-05,4.409e-05
CUST_00038,Sindisiwe,Nxumalo,1999-09-07,26,Female,sindisiwe_nxumalo371@gmail.com,(0116)4960438,309 O'Brien Valley,NN7 7GE,Johannesburg,South Africa,ZA2237174096851238,Visa,4844********4334,07/28,Personal,2022-08-01,Married,Vocational,Self-Employed,Finance,4,11475.05,956.25,Rent,3,35,5577.58,3799.81,316.6508333333333,12.0,0.0,2.0,3.0,0.0,0.0,18.0,0.000213,0.052506,3.9e-05,3.78e-05
CUST_00039,Fanny,Bonnet,1973-12-19,52,Female,fanny_bonnet@protonmail.com,06 89 72 21 73,avenue de Coulon,79873,Bordeaux,France,FR4944499297182359,Mastercard,5540********5436,12/28,Personal,2024-05-01,Married,Bachelor,Student,Student,0,5321.77,443.48,Rent,3,14,300.2,996.5699999999999,124.57124999999999,8.0,1.0,5.0,3.0,0.0,0.0,37.95,0.00016,0.048589,1.7e-05,2.886e-05
CUST_00040,Paul,Scott,1996-12-18,29,Male,paulscott@yahoo.com,258.583.2137x98909,2053 Vanessa Brooks,86495,Seattle,USA,US1636734791590900,Discover,6011********5313,02/29,Corporate,2023-10-31,Single,No Formal Education,Employed,Engineering,1,13029.98,1085.83,Family,0,20,4026.11,1070.49,267.6225,4.0,0.0,1.0,2.0,0.0,0.0,13.62,9.3e-05,0.049801,6.7e-05,1.691e-05
CUST_00041,Alice,Ferreira,1970-11-21,55,Female,alice_ferreira@protonmail.com,(061) 1392-9733,"Favela Dias, 770",20405839,Sao Paulo,Brazil,BR2164449919207869,Visa,4728********8591,11/29,Corporate,2023-09-01,Married,Bachelor,Employed,Retail,3,18876.2,1573.02,Rent,2,22,27281.43,4938.25,411.5208333333333,12.0,0.0,3.0,6.0,0.0,0.0,30.79,0.000186,0.047706,6.1e-05,3.787e-05
CUST_00042,Bechira,Baccouche,1992-02-11,34,Female,bechirabaccouche@outlook.com,01 76 01 27 05,"34, avenue de Menard",89191,Monastir,Tunisia,TN8742360951225635,Visa,4638********3891,04/27,Personal,2024-07-31,Married,Bachelor,Unemployed,Unemployed,0,1822.14,151.84,Rent,3,11,2086.38,78.73,39.365,2.0,0.0,0.0,0.0,0.0,0.0,4.47,0.00012,0.055185,2e-06,3.677e-05
CUST_00043,Ines,Ben Ali,1983-01-14,43,Female,ines.benali306@outlook.com,0251711669,rue de Pages,30433,Ariana,Tunisia,TN8731382699913763,Visa,4116********5692,10/28,Business,2019-03-04,Married,No Formal Education,Employed,Marketing,10,5879.52,489.96,Rent,2,76,17724.98,6038.09,287.52809523809526,21.0,0.0,2.0,9.0,1.0,0.0,43.16,0.000319,0.048353,0.00014,4.69e-05
CUST_00044,Theo,Clarke,1970-01-14,56,Male,theo_clarke809@yahoo.com,0131 496 0381,"Flat 4
Joel Key",S3A 9LG,Edinburgh,UK,GB3845858664262188,Visa,4911********7179,12/25,Personal,2025-03-31,Married,High School,Self-Employed,Retail,0,29770.28,2480.86,Family,3,3,51436.28,1048.0,524.0,2.0,0.0,0.0,1.0,0.0,0.0,6.77,8e-05,0.047485,1.1e-05,1.118e-05
CUST_00045,Maher,Jebali,1993-12-20,32,Male,maher_jebali@gmail.com,0754216426,"13, avenue de Fournier",75551,Sousse,Tunisia,TN5867031804310473,Visa,4858********9239,06/29,Personal,2021-07-02,Married,Master,Employed,Services,8,21003.62,1750.3,Rent,4,48,14146.71,3525.87,503.69571428571425,7.0,0.0,0.0,3.0,0.0,0.0,13.7,0.000133,0.049931,1.5e-05,3.286e-05
CUST_00046,Wiem,Mansouri,1982-12-01,43,Female,wiemmansouri174@hotmail.com,02 18 52 39 60,"72, rue Jean Pons",78529,Sfax,Tunisia,TN8015710453969550,Mastercard,5141********0918,08/29,Personal,2022-11-01,Married,Bachelor,Employed,Manufacturing,5,16146.97,1345.58,Rent,2,32,12757.51,7261.23,806.8033333333333,9.0,1.0,1.0,3.0,0.0,0.0,29.15,0.00016,0.047466,0.0001,9.87e-06
CUST_00047,Raphael,Roussel,1982-12-01,43,Male,raphael_roussel157@gmail.com,02 90 53 05 19,"32, rue Audrey Jacquot",22497,Bordeaux,France,FR0857483463657614,Visa,4476********6287,11/25,Personal,2025-05-01,Married,Bachelor,Self-Employed,IT/Tech,0,39530.92,3294.24,Family,5,2,50104.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,2.7e-05,0.045419,0.0,1.098e-05
CUST_00048,Sofia,Perez,1995-07-11,30,Female,sofia.perez@hotmail.com,900.622.0260,Circunvalacion Guanajuato 979 381,85166,Monterrey,Mexico,MX4084308444615486,Visa,4127********2610,12/27,Personal,2023-05-02,Married,Bachelor,Employed,Manufacturing,4,16055.8,1337.98,Rent,2,26,18268.76,2345.5699999999997,335.08142857142855,7.0,0.0,3.0,2.0,0.0,0.0,17.38,0.000146,0.050566,2.7e-05,3.591e-05
CUST_00049,Yoshiko,Yamaguchi,1986-01-06,40,Female,yoshiko.yamaguchi@outlook.com,380-553-9273,73174 Smith Union Apt. 713,10400,Nagoya,Japan,JP0297862975592777,Visa,4934********9207,01/27,Personal,2023-04-02,Single,Bachelor,Self-Employed,Services,4,36000.43,3000.04,Rent,2,27,43628.0,8667.03,1444.505,6.0,0.0,0.0,3.0,0.0,0.0,16.68,0.00016,0.052266,3.5e-05,2.473e-05
CUST_00050,Lucas,Correia,1979-07-13,46,Male,lucascorreia875@hotmail.com,0300 061 8228,"Rodovia Ribeiro, 84",48640-966,Salvador,Brazil,BR1777900885563247,Mastercard,5237********3193,07/25,Trust,2024-05-31,Divorced,No Formal Education,Employed,Retail,2,6695.86,557.99,Owner,2,13,9129.33,2163.28,540.82,4.0,1.0,1.0,2.0,0.0,0.0,24.67,9.3e-05,0.046033,1e-05,1.876e-05
CUST_00051,Alice,Laurent,1967-07-30,58,Female,alicelaurent@hotmail.com,+33 3 54 06 94 37,"7, chemin de Dupuis",63296,Nantes,France,FR3565083351581910,Discover,6011********9911,12/28,Business,2023-12-01,Widowed,Vocational,Employed,Other,1,30887.33,2573.94,Rent,0,19,29101.21,5689.98,812.8542857142857,7.0,0.0,1.0,4.0,0.0,0.0,22.28,0.000133,0.049327,2.1e-05,2.191e-05
CUST_00052,Emma,Martinelli,1992-08-12,33,Female,emma_martinelli@protonmail.com,+39 3454824654,"Vicolo Tomasini, 70",14037,Turin,Italy,IT8701289741316573,Visa,4275********0445,04/25,Business,2024-05-01,Single,Vocational,Employed,Healthcare,1,16113.32,1342.78,Owner,1,14,13488.74,1928.68,321.44666666666666,6.0,0.0,1.0,4.0,0.0,0.0,22.71,0.000146,0.055713,0.000152,2.39e-05
CUST_00053,Gabriele,Meier,1983-09-27,42,Female,gabrielemeier@outlook.com,(01564) 026155,Hermighausenstrae 25/17,69126,Leipzig,Germany,DE5987712111044846,Mastercard,5471********4063,03/26,Personal,2024-05-01,Single,Master,Unemployed,Unemployed,0,4200.32,350.03,Family,3,14,2140.65,872.77,174.554,5.0,0.0,1.0,4.0,0.0,0.0,21.71,0.00012,0.053253,0.000159,3.422e-05
CUST_00054,Besma,Jerbi,1990-06-09,36,Female,besma.jerbi813@gmail.com,+33 3 51 20 14 86,"27, boulevard Gilles",40373,Kairouan,Tunisia,TN6039598522488823,Visa,4553********1327,10/28,Business,2024-05-31,Married,Bachelor,Self-Employed,IT/Tech,1,16734.16,1394.51,Family,0,13,40276.91,3279.3599999999997,409.91999999999996,8.0,0.0,0.0,4.0,0.0,0.0,18.82,0.000146,0.042258,2e-05,1.846e-05
CUST_00055,Lindiwe,Zwane,1985-10-19,40,Female,lindiwe.zwane390@protonmail.com,+44(0)1632960131,"Flat 3
Khan Hollow",L4D 7SW,Cape Town,South Africa,ZA9195807432448334,Visa,4673********8244,01/29,Personal,2021-12-01,Single,Master,Employed,Agriculture,4,16427.31,1368.94,Family,0,43,35802.47,2808.71,312.0788888888889,9.0,0.0,1.0,3.0,0.0,0.0,18.1,0.000173,0.050696,6.1e-05,2.744e-05
CUST_00056,Omar,Dhaouadi,1995-09-08,30,Male,omar_dhaouadi@protonmail.com,+33 (0)2 23 40 50 47,"49, boulevard Alexandrie Pasquier",39566,Gabes,Tunisia,TN9802430283640611,Visa,4520********5400,03/27,Joint,2024-11-30,Divorced,High School,Employed,Marketing,1,9777.36,814.78,Family,1,7,12199.67,84.7,84.7,1.0,0.0,0.0,0.0,0.0,0.0,2.88,5.3e-05,0.050769,0.0,2.149e-05
CUST_00057,Birgit,Schneider,1990-10-28,35,Female,birgit_schneider588@yahoo.com,06149612818,Birgitta-Niemeier-Weg 2546,82753,Berlin,Germany,DE1724227900440593,Visa,4226********9195,05/27,Personal,2022-05-02,Divorced,Bachelor,Employed,Agriculture,4,44097.71,3674.81,Family,1,38,96506.12,11444.85,1907.4750000000001,6.0,1.0,1.0,2.0,0.0,0.0,25.83,0.000133,0.049804,1.1e-05,1.681e-05
CUST_00058,Wagner,Souza,1970-03-24,56,Male,wagner_souza496@protonmail.com,11 8442 7486,"Vereda Siqueira, 953",65325-547,Curitiba,Brazil,BR0071648330251490,Mastercard,5331********3319,01/26,Personal,2017-10-03,Widowed,High School,Employed,Education,4,8625.22,718.77,Owner,3,93,16419.43,7347.99,262.42821428571426,28.0,1.0,3.0,15.0,1.0,0.0,79.29,0.000479,0.055271,0.000817,3.91e-05
CUST_00059,Eugene,Tan,1987-06-29,39,Male,eugenetan@yahoo.com,01314960289,99 Eileen Bypass,N71 7QH,Singapore,Singapore,SG8458573980627672,Mastercard,5380********5615,02/29,Corporate,2022-01-31,Married,High School,Employed,Engineering,2,23294.65,1941.22,Family,2,41,57152.44,15286.09,727.9090476190477,21.0,1.0,4.0,9.0,1.0,1.0,78.55,0.000319,0.051428,0.000119,4.637e-05
CUST_00060,Arthur,Lima,1988-03-04,38,Male,arthurlima@gmail.com,+55 84 0321 0562,"Condominio Nicole Viana, 15",25999535,Curitiba,Brazil,BR9237813248268005,Discover,6011********1928,08/25,Business,2019-09-02,Single,Master,Employed,Government,10,28981.21,2415.1,Owner,0,70,43028.94,26770.01,1274.762380952381,21.0,0.0,2.0,7.0,1.0,0.0,32.82,0.000306,0.049488,8.2e-05,2.438e-05
